OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
111,Baguio City,PH141102000,NA,NA,NA,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH,1467244800000,1590710400000,NA
112,Bagulin,PH013304000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
113,Bagumbayan,PH126501000,NA,NA,NA,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH,1467244800000,1590710400000,NA
114,Bais City,PH074604000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
115,Bakun,PH141103000,NA,NA,NA,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH,1467244800000,1590710400000,NA
116,Balabac,PH175304000,NA,NA,NA,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH,1467244800000,1590710400000,NA
117,Balabagan,PH153602000,NA,NA,NA,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,1467244800000,1590710400000,NA
118,Balagtas,PH031402000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
119,Balamban,PH072208000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
120,Balangiga,PH082602000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH,1467244800000,1590710400000,NA
121,Balangkayan,PH082603000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH,1467244800000,1590710400000,NA
122,Balaoan,PH013305000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
123,Balasan,PH063005000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
124,Balatan,PH051702000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
125,Balayan,PH041003000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH,1467244800000,1590710400000,NA
126,Balbalan,PH143201000,NA,NA,NA,Kalinga,PH143200000,Cordillera Administrative Region,PH140000000,Philippines (the),PH,1467244800000,1590710400000,NA
127,Baleno,PH054102000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
128,Baler,PH037701000,NA,NA,NA,Aurora,PH037700000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
129,Balete,PH041004000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH,1467244800000,1590710400000,NA
130,Balete,PH060402000,NA,NA,NA,Aklan,PH060400000,Region VI,PH060000000,Philippines (the),PH,1467244800000,1590710400000,NA
131,Baliangao,PH104202000,NA,NA,NA,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH,1467244800000,1590710400000,NA
132,Baliguian,PH097224000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH,1467244800000,1590710400000,NA
133,Balilihan,PH071206000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH,1467244800000,1590710400000,NA
134,Balindong,PH153603000,NA,NA,NA,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH,1467244800000,1590710400000,NA
135,Balingasag,PH104302000,NA,NA,NA,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH,1467244800000,1590710400000,NA
136,Balingoan,PH104303000,NA,NA,NA,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH,1467244800000,1590710400000,NA
137,Baliuag,PH031403000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
138,Ballesteros,PH021507000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
139,Baloi,PH103502000,NA,NA,NA,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH,1467244800000,1590710400000,NA
140,Balud,PH054103000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH,1467244800000,1590710400000,NA
141,Balungao,PH015507000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH,1467244800000,1590710400000,NA
142,Bamban,PH036902000,NA,NA,NA,Tarlac,PH036900000,Region III,PH030000000,Philippines (the),PH,1467244800000,1590710400000,NA
143,Bambang,PH025004000,NA,NA,NA,Nueva Vizcaya,PH025000000,Region II,PH020000000,Philippines (the),PH,1467244800000,1590710400000,NA
