OBJECTID,admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
104, , , ,KG04235000901,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Forestry,Лесхоз,Токой чарба
105, , , ,KG04235000902,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Government reserved land,Госземзапас,Мамлекеттик жер запасы
106, , , ,KG04235000906,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Water reservoir,Водохранилище,Суу сактагыч
107, , , ,KG04235000907,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
108, , , ,KG04235000908,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
109, , , ,KG04235000909,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
110, , , ,KG04235000910,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
111, , , ,KG04235000911,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
112, , , ,KG04235000912,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
113, , , ,KG04235000913,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
114, , , ,KG04235000914,NA,NA,NA,NA,NA,NA,NA,Kochokor,Кочкорский,Кочкор,KG04235000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
115, , , ,KG04245000901,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Forestry,Лесхоз,Токой чарба
116, , , ,KG04245000902,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Government reserved land,Госземзапас,Мамлекеттик жер запасы
117, , , ,KG04245000905,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Nature reserve,Заповедник,Корук
118, , , ,KG04245000907,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
119, , , ,KG04245000908,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
120, , , ,KG04245000909,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
121, , , ,KG04245000910,NA,NA,NA,NA,NA,NA,NA,Naryn,Нарынский,Нарын,KG04245000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
122, , , ,KG05214000901,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Forestry,Лесхоз,Токой чарба
123, , , ,KG05214000902,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Government reserved land,Госземзапас,Мамлекеттик жер запасы
124, , , ,KG05214000907,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
125, , , ,KG05214000908,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
126, , , ,KG05214000909,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
127, , , ,KG05214000910,NA,NA,NA,NA,NA,NA,NA,Batken,Баткенский,Баткен,KG05214000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
128, , , ,KG05236000901,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Forestry,Лесхоз,Токой чарба
129, , , ,KG05236000902,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Government reserved land,Госземзапас,Мамлекеттик жер запасы
130, , , ,KG05236000907,NA,NA,NA,NA,NA,NA,NA,Leilek,Лейлекский,Лейлек,KG05236000000,Batken,Баткенская,Баткен,KG05000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,1535414400000,1542585600000,NA,Unknown,Неизвестно,Белгисиз
