OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
186,Keti Bander,PK82203,NA,NA,NA,Thatta,PK822,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
187,Khairpur,PK80903,NA,NA,NA,Khairpur,PK809,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
188,Khairpur Nathan Shah,PK80203,NA,NA,NA,Dadu,PK802,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
189,Khanewal,PK61503,NA,NA,NA,Khanewal,PK615,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
190,Khangarh,PK80303,NA,NA,NA,Ghotki,PK803,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
191,Khanpur (Rahim Yar Khan),PK62801,NA,NA,NA,Rahim Yar Khan,PK628,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
192,Khanpur (Shikarpur),PK81702,NA,NA,NA,Shikarpur,PK817,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
193,Khar,PK23203,NA,NA,NA,Bajaur,PK232,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
194,Kharan,PK71301,NA,NA,NA,Kharan,PK713,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
195,Kharian,PK61002,NA,NA,NA,Gujrat,PK610,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
196,Kharochan,PK82402,NA,NA,NA,Sujawal,PK824,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
197,Khipro,PK81402,NA,NA,NA,Sanghar,PK814,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
198,Khushab,PK61601,NA,NA,NA,Khushab,PK616,Punjab,PK6,Pakistan,PK,1543536000000,1545091200000,NA
199,Khuzdar,PK71401,NA,NA,NA,Khuzdar,PK714,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
200,Khwazakhela,PK22207,NA,NA,NA,Swat,PK222,Khyber Pakhtunkhwa,PK2,Pakistan,PK,1543536000000,1545091200000,NA
201,Killa Abdullah,PK71502,NA,NA,NA,Killa Abdullah,PK715,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
202,Killa Saifullah,PK71603,NA,NA,NA,Killa Saifullah,PK716,Balochistan,PK7,Pakistan,PK,1543536000000,1545091200000,NA
203,Kingri,PK80904,NA,NA,NA,Khairpur,PK809,Sindh,PK8,Pakistan,PK,1543536000000,1545091200000,NA
