OBJECTID,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
154,Lelemadih/Bupichupeu LLG,PG160105,NA,NA,NA,Manus District,PG1601,Manus Province,PG16,Papua New Guinea,PG,1424736000000,1557273600000,NA
155,Livuan/Reimber Rural LLG,PG180104,NA,NA,NA,Gazelle District,PG1801,East New Britain Province,PG18,Papua New Guinea,PG,1424736000000,1557273600000,NA
156,Lorengau Urban LLG,PG160106,NA,NA,NA,Manus District,PG1601,Manus Province,PG16,Papua New Guinea,PG,1424736000000,1557273600000,NA
157,Los Negros LLG,PG160107,NA,NA,NA,Manus District,PG1601,Manus Province,PG16,Papua New Guinea,PG,1424736000000,1557273600000,NA
158,Louisiade Rural LLG,PG050209,NA,NA,NA,Samarai-Murua District,PG0502,Milne Bay Province,PG05,Papua New Guinea,PG,1424736000000,1557273600000,NA
159,Lovongai Rural LLG,PG170102,NA,NA,NA,Kavieng District,PG1701,New Ireland Province,PG17,Papua New Guinea,PG,1424736000000,1557273600000,NA
160,Lower Asaro Rural LLG,PG110112,NA,NA,NA,Daulo District,PG1101,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
161,Lower Benna LLG,PG110811,NA,NA,NA,Unggai/Benna District,PG1108,Eastern Highlands Province,PG11,Papua New Guinea,PG,1424736000000,1557273600000,NA
162,Lower Mendi Rural LLG,PG070207,NA,NA,NA,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,1424736000000,1557273600000,NA
163,Lower Wage LLG,PG210413,NA,NA,NA,Komo/Magarima District,PG2104,Hela Province,PG21,Papua New Guinea,PG,1424736000000,1557273600000,NA
164,Lumusa Rural LLG,PG090510,NA,NA,NA,Mul/Baiyer District,PG0905,Western Highlands Province,PG09,Papua New Guinea,PG,1424736000000,1557273600000,NA
165,Madang Urban LLG,PG130205,NA,NA,NA,Madang District,PG1302,Madang Province,PG13,Papua New Guinea,PG,1424736000000,1557273600000,NA
166,Maimai Wanwan LLG,PG150217,NA,NA,NA,Nuku District,PG1502,West Sepik (Sandaun) Province,PG15,Papua New Guinea,PG,1424736000000,1557273600000,NA
