OBJECTID,admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
3195,Mae Puem,แม่ปืม,TH560108,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3196,Mae Raem,แม่แรม,TH500707,NA,NA,NA,NA,NA,Mae Rim,แม่ริม,TH5007,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3197,Mae Raeng,แม่แรง,TH510603,NA,NA,NA,NA,NA,Pa Sang,ป่าซาง,TH5106,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3198,Mae Rai,แม่ไร่,TH570710,NA,NA,NA,NA,NA,Mae Chan,แม่จัน,TH5707,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3199,Mae Raka,แม่ระกา,TH650803,NA,NA,NA,NA,NA,Wang Thong,วังทอง,TH6508,Phitsanulok,พิษณุโลก,TH65,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3200,Mae Ramat,แม่ระมาด,TH630401,NA,NA,NA,NA,NA,Mae Ramat,แม่ระมาด,TH6304,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3201,Mae Ramphueng,แม่รำพึง,TH770407,NA,NA,NA,NA,NA,Bang Saphan,บางสะพาน,TH7704,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3202,Mae Sa,แม่สา,TH500709,NA,NA,NA,NA,NA,Mae Rim,แม่ริม,TH5007,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3203,Mae Sa,แม่สา,TH550716,NA,NA,NA,NA,NA,Wiang Sa,เวียงสา,TH5507,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3204,Mae Sai,แม่ใส,TH560114,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3205,Mae Sai,แม่ทราย,TH540214,NA,NA,NA,NA,NA,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3206,Mae Sai,แม่สาย,TH570901,NA,NA,NA,NA,NA,Mae Sai,แม่สาย,TH5709,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3207,Mae Sakhon,แม่สาคร,TH550714,NA,NA,NA,NA,NA,Wiang Sa,เวียงสา,TH5507,Nan,น่าน,TH55,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3208,Mae Salit,แม่สลิด,TH630203,NA,NA,NA,NA,NA,Ban Tak,บ้านตาก,TH6302,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3209,Mae Salong Nai,แม่สลองใน,TH571502,NA,NA,NA,NA,NA,Mae Fa Luang,แม่ฟ้าหลวง,TH5715,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3210,Mae Salong Nok,แม่สลองนอก,TH571503,NA,NA,NA,NA,NA,Mae Fa Luang,แม่ฟ้าหลวง,TH5715,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3211,Mae Sam,แม่สำ,TH640503,NA,NA,NA,NA,NA,Si Satchanalai,ศรีสัชนาลัย,TH6405,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3212,Mae Sam Laep,แม่สามแลบ,TH580606,NA,NA,NA,NA,NA,Sop Moei,สบเมย,TH5806,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3213,Mae San,แม่สัน,TH521206,NA,NA,NA,NA,NA,Hang Chat,ห้างฉัตร,TH5212,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3214,Mae Sao,แม่สาว,TH501002,NA,NA,NA,NA,NA,Mae Ai,แม่อาย,TH5010,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3215,Mae Sap,แม่สาบ,TH500803,NA,NA,NA,NA,NA,Samoeng,สะเมิง,TH5008,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3216,Mae Sariang,แม่สะเรียง,TH580402,NA,NA,NA,NA,NA,Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3217,Mae Sin,แม่สิน,TH640504,NA,NA,NA,NA,NA,Si Satchanalai,ศรีสัชนาลัย,TH6405,Sukhothai,สุโขทัย,TH64,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3218,Mae Soi,แม่สอย,TH500209,NA,NA,NA,NA,NA,Chom Thong,จอมทอง,TH5002,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3219,Mae Song,แม่สอง,TH630503,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3220,Mae Sot,แม่สอด,TH630601,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3221,Mae Suai,แม่สรวย,TH571001,NA,NA,NA,NA,NA,Mae Suai,แม่สรวย,TH5710,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3222,Mae Suat,แม่สวด,TH580604,NA,NA,NA,NA,NA,Sop Moei,สบเมย,TH5806,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3223,Mae Suek,แม่ศึก,TH500304,NA,NA,NA,NA,NA,Mae Chaem,แม่แจ่ม,TH5003,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3224,Mae Suk,แม่สุก,TH520604,NA,NA,NA,NA,NA,Chae Hom,แจ้ห่ม,TH5206,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3225,Mae Suk,แม่สุก,TH560703,NA,NA,NA,NA,NA,Mae Chai,แม่ใจ,TH5607,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3226,Mae Sun,แม่สูน,TH500905,NA,NA,NA,NA,NA,Fang,ฝาง,TH5009,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3227,Mae Taeng,แม่แตง,TH500602,NA,NA,NA,NA,NA,Mae Taeng,แม่แตง,TH5006,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3228,Mae Tam,แม่ต๋ำ,TH560102,NA,NA,NA,NA,NA,Mueang Phayao,เมืองพะเยา,TH5601,Phayao,พะเยา,TH56,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3229,Mae Tam,แม่ต๋ำ,TH571202,NA,NA,NA,NA,NA,Phaya Mengrai,พญาเม็งราย,TH5712,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3230,Mae Tan,แม่ต้าน,TH630502,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3231,Mae Tao,แม่ตาว,TH630604,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3232,Mae Tha,แม่ทะ,TH521001,NA,NA,NA,NA,NA,Mae Tha,แม่ทะ,TH5210,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3233,Mae Tha,แม่ทา,TH502305,NA,NA,NA,NA,NA,Mae On,แม่ออน,TH5023,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3234,Mae Thalop,แม่ทะลบ,TH502103,NA,NA,NA,NA,NA,Chai Prakan,ไชยปราการ,TH5021,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3235,Mae Tho,แม่โถ,TH580504,NA,NA,NA,NA,NA,Mae La Noi,แม่ลาน้อย,TH5805,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3236,Mae Tho,แม่ท้อ,TH630111,NA,NA,NA,NA,NA,Mueang Tak,เมืองตาก,TH6301,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3237,Mae Thom,แม่ทอม,TH901403,NA,NA,NA,NA,NA,Bang Klam,บางกล่ำ,TH9014,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3238,Mae Thot,แม่ถอด,TH520807,NA,NA,NA,NA,NA,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3239,Mae Tip,แม่ตีบ,TH520510,NA,NA,NA,NA,NA,Ngao,งาว,TH5205,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3240,Mae Tuen,แม่ตืน,TH510402,NA,NA,NA,NA,NA,Li,ลี้,TH5104,Lamphun,ลำพูน,TH51,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3241,Mae Tuen,แม่ตื่น,TH501803,NA,NA,NA,NA,NA,Omkoi,อมก๋อย,TH5018,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3242,Mae Tuen,แม่ตื่น,TH630404,NA,NA,NA,NA,NA,Mae Ramat,แม่ระมาด,TH6304,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3243,Mae U Kho,แม่อูคอ,TH580206,NA,NA,NA,NA,NA,Khun Yuam,ขุนยวม,TH5802,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3244,Mae Usu,แม่อุสุ,TH630506,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3245,Mae Wa,แม่วะ,TH520802,NA,NA,NA,NA,NA,Thoen,เถิน,TH5208,Lampang,ลำปาง,TH52,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3246,Mae Wa Luang,แม่วะหลวง,TH630505,NA,NA,NA,NA,NA,Tha Song Yang,ท่าสองยาง,TH6305,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3247,Mae Waen,แม่แวน,TH501109,NA,NA,NA,NA,NA,Phrao,พร้าว,TH5011,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3248,Mae Wat,แม่หวาด,TH950403,NA,NA,NA,NA,NA,Than To,ธารโต,TH9504,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3249,Mae Win,แม่วิน,TH502204,NA,NA,NA,NA,NA,Mae Wang,แม่วาง,TH5022,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3250,Mae Wong,แม่วงก์,TH601301,NA,NA,NA,NA,NA,Mae Wong,แม่วงก์,TH6013,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3251,Mae Yang Ho,แม่ยางฮ่อ,TH540209,NA,NA,NA,NA,NA,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3252,Mae Yang Rong,แม่ยางร้อง,TH540215,NA,NA,NA,NA,NA,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3253,Mae Yang Tan,แม่ยางตาล,TH540208,NA,NA,NA,NA,NA,Rong Kwang,ร้องกวาง,TH5402,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3254,Mae Yao,แม่ยาว,TH570106,NA,NA,NA,NA,NA,Mueang Chiang Rai,เมืองเชียงราย,TH5701,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3255,Mae Yen,แม่เย็น,TH570512,NA,NA,NA,NA,NA,Phan,พาน,TH5705,Chiang Rai,เชียงราย,TH57,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3256,Mae Yom,แม่ยม,TH540117,NA,NA,NA,NA,NA,Mueang Phrae,เมืองแพร่,TH5401,Phrae,แพร่,TH54,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3257,Mae Yuam,แม่ยวม,TH580405,NA,NA,NA,NA,NA,Mae Sariang,แม่สะเรียง,TH5804,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3258,Mae Yuam Noi,แม่ยวมน้อย,TH580204,NA,NA,NA,NA,NA,Khun Yuam,ขุนยวม,TH5802,Mae Hong Son,แม่ฮ่องสอน,TH58,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3259,Maenam,แม่น้ำ,TH840407,NA,NA,NA,NA,NA,Ko Samui,เกาะสมุย,TH8404,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3260,Maenam Khu,แม่น้ำคู้,TH210604,NA,NA,NA,NA,NA,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3261,Maet,แมด,TH370706,NA,NA,NA,NA,NA,Lue Amnat,ลืออำนาจ,TH3707,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3262,Maet Na Thom,แมดนาท่ม,TH471504,NA,NA,NA,NA,NA,Khok Si Suphan,โคกศรีสุพรรณ,TH4715,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3263,Mafueang,มะเฟือง,TH310902,NA,NA,NA,NA,NA,Phutthaisong,พุทไธสง,TH3109,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3264,Maha Phot,มหาโพธิ,TH160802,NA,NA,NA,NA,NA,Sa Bot,สระโบสถ์,TH1608,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3265,Maha Phot,มหาโพธิ,TH600601,NA,NA,NA,NA,NA,Kao Liao,เก้าเลี้ยว,TH6006,Nakhon Sawan,นครสวรรค์,TH60,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3266,Maha Phruettharam,มหาพฤฒาราม,TH100401,NA,NA,NA,NA,NA,Bang Rak,บางรัก,TH1004,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3267,Maha Rat,มหาราช,TH141503,NA,NA,NA,NA,NA,Maha Rat,มหาราช,TH1415,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3268,Mahachai,มหาไชย,TH461304,NA,NA,NA,NA,NA,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3269,Mahachai,มหาชัย,TH480206,NA,NA,NA,NA,NA,Pla Pak,ปลาปาก,TH4802,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3270,Mahachai,มหาชัย,TH620205,NA,NA,NA,NA,NA,Sai Ngam,ไทรงาม,TH6202,Kamphaeng Phet,กำแพงเพชร,TH62,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3271,Mahachai,มหาชัย,TH740101,NA,NA,NA,NA,NA,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3272,Mahaphram,มหาพราหมณ์,TH140505,NA,NA,NA,NA,NA,Bang Ban,บางบาล,TH1405,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3273,Mahasawat,มหาสวัสดิ์,TH120207,NA,NA,NA,NA,NA,Bang Kruai,บางกรวย,TH1202,Nonthaburi,นนทบุรี,TH12,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3274,Mahasawat,มหาสวัสดิ์,TH730703,NA,NA,NA,NA,NA,Phutthamonthon,พุทธมณฑล,TH7307,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3275,Mahason,มหาสอน,TH160618,NA,NA,NA,NA,NA,Ban Mi,บ้านหมี่,TH1606,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3276,Mahatthai,มหาดไทย,TH150107,NA,NA,NA,NA,NA,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3277,Mahawan,มหาวัน,TH630608,NA,NA,NA,NA,NA,Mae Sot,แม่สอด,TH6306,Tak,ตาก,TH63,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3278,Mai,ใหม่,TH301002,NA,NA,NA,NA,NA,Non Sung,โนนสูง,TH3010,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3279,Mai,มาย,TH471002,NA,NA,NA,NA,NA,Ban Muang,บ้านม่วง,TH4710,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3280,Mai Dat,ไม้ดัด,TH170202,NA,NA,NA,NA,NA,Bang Rachan,บางระจัน,TH1702,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3281,Mai Fat,ไม้ฝาด,TH920504,NA,NA,NA,NA,NA,Sikao,สิเกา,TH9205,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3282,Mai Kaen,ไม้แก่น,TH940802,NA,NA,NA,NA,NA,Mai Kaen,ไม้แก่น,TH9408,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3283,Mai Khao,ไม้ขาว,TH830305,NA,NA,NA,NA,NA,Thalang,ถลาง,TH8303,Phuket,ภูเก็ต,TH83,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3284,Mai Khet,ไม้เค็ด,TH250110,NA,NA,NA,NA,NA,Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3285,Mai Klon,ไม้กลอน,TH370403,NA,NA,NA,NA,NA,Phana,พนา,TH3704,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
3286,Mai Na Phiang,ใหม่นาเพียง,TH401302,NA,NA,NA,NA,NA,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,1550448000000,1550707200000,NA
